guid,dbfid,cardname
LT24_013P1e2,94017,Rust
LT24_013P2_01,94615,BONEFLAME!!! 1
LT24_013P2_02,94614,BONEFLAME!!! 2
LT24_013P2_03,94613,BONEFLAME!!! 3
LT24_013P2_04,94612,BONEFLAME!!! 4
LT24_013P2_05,94018,BONEFLAME!!! {0}
LT24_013P2e,94019,BONEFLAME!!!
LT24_013P3_01,94619,Confusing Bruising 1
LT24_013P3_02,94618,Confusing Bruising 2
LT24_013P3_03,94617,Confusing Bruising 3
LT24_013P3_04,94616,Confusing Bruising 4
LT24_013P3_05,94022,Confusing Bruising {0}
LT24_013P3e,94023,Confusing Bruising
LT24_013T1_01,94783,Iron Pipe {0}
LT24_014E1_01,94648,Tears Of The Fallen 1
LT24_014E1_02,94647,Tears Of The Fallen 2
LT24_014E1_03,94646,Tears Of The Fallen 3
LT24_014E1_04,94320,Tears Of The Fallen {0}
LT24_014E2_01,94651,Gandling's Register 1
LT24_014E2_02,94650,Gandling's Register 2
LT24_014E2_03,94649,Gandling's Register 3
LT24_014E2_04,94321,Gandling's Register {0}
LT24_014E3_01,95902,Blades Of The Annointed 1
LT24_014E3_02,95901,Blades Of The Annointed 2
LT24_014E3_03,95900,Blades Of The Annointed 3
LT24_014E3_04,94335,Blades Of The Annointed {0}
LT24_014E3e,102809,Blades of the Annointed
LT24_014H_01,94257,Lilian Voss
LT24_014H_02,94258,Lilian Voss
LT24_014H_03,94259,Lilian Voss
LT24_014P1_01,94636,Reluctant Leadership 1
LT24_014P1_02,94634,Reluctant Leadership 2
LT24_014P1_03,94632,Reluctant Leadership 3
LT24_014P1_04,94630,Reluctant Leadership 4
LT24_014P1_05,94260,Reluctant Leadership {0}
LT24_014P1b_01,94637,Reluctant Leadership 1 (Force Cast)
LT24_014P1b_02,94635,Reluctant Leadership 2 (Force Cast)
LT24_014P1b_03,94633,Reluctant Leadership 3 (Force Cast)
LT24_014P1b_04,94631,Reluctant Leadership 4 (Force Cast)
LT24_014P1b_05,94269,Reluctant Leadership {0} (Force Cast)
LT24_014P2_01,94641,Rescue Mission 1
LT24_014P2_02,94640,Rescue Mission 2
LT24_014P2_03,94639,Rescue Mission 3
LT24_014P2_04,94638,Rescue Mission 4
LT24_014P2_05,94296,Rescue Mission {0}
LT24_014P2e,94352,Rescued Students
LT24_014P2m,94286,Rescued Student
LT24_014P2m2,94419,Stringent Follower
LT24_014P3_01,94645,Fainting Feint 1
LT24_014P3_02,94644,Fainting Feint 2
LT24_014P3_03,94643,Fainting Feint 3
LT24_014P3_04,94642,Fainting Feint 4
LT24_014P3_05,94318,Fainting Feint {0}
LT24_014P3e,94319,Feinted Faint
LT24_014T1_01,94853,Bowl of Bones {0}
LT24_015H_01,92977,Doctor Krastinov
LT24_015H_02,92976,Doctor Krastinov
LT24_015H_03,92975,Doctor Krastinov
LT24_016E1_01,94139,Jumbo Imps 1
LT24_016E1_02,94140,Jumbo Imps 2
LT24_016E1_03,94141,Jumbo Imps 3
LT24_016E1_04,92995,Jumbo Imps {0}
LT24_016E2_01,94142,Combustible Imps 1
LT24_016E2_02,94143,Combustible Imps 2
LT24_016E2_03,94144,Combustible Imps 3
LT24_016E2_04,92996,Combustible Imps {0}
LT24_016E3_04,93022,Demon Armor {0}
LT24_016H_01,92962,Neeru Fireblade
LT24_016H_02,92963,Neeru Fireblade
LT24_016H_03,92964,Neeru Fireblade
LT24_016P1_01,94121,Command Demon 1
LT24_016P1_02,94122,Command Demon 2
LT24_016P1_03,94123,Command Demon 3
LT24_016P1_04,94124,Command Demon 4
LT24_016P1_05,92967,Command Demon {0}
LT24_016P1e,92980,Demon's Target
LT24_016P2_01,94130,Burning Blade Portal 1
LT24_016P2_02,94131,Burning Blade Portal 2
LT24_016P2_03,94132,Burning Blade Portal 3
LT24_016P2_04,94133,Burning Blade Portal 4
LT24_016P2_05,92989,Burning Blade Portal {0}
LT24_016P2b,93052,Imp Blast
LT24_016P2c,97202,Imp Death Blast
LT24_016P2e,92991,Burning Blade Portal
LT24_016P2e2,93053,Imp Blast Trigger
LT24_016P3_01,94134,Imp-losion 1
LT24_016P3_02,94135,Imp-losion 2
LT24_016P3_03,94136,Imp-losion 3
LT24_016P3_04,94137,Imp-losion 4
LT24_016P3_05,92992,Imp-losion {0}
LT24_016T1_01,94408,Fel Ritual {0}
LT24_016T1e,94409,Fel Ritual
LT24_016m1_01,94117,Combustible Wild Imp 1
LT24_016m1_02,94118,Combustible Wild Imp 2
LT24_016m1_03,94119,Combustible Wild Imp 3
LT24_016m1_04,94120,Combustible Wild Imp 4
LT24_016m1_05,93073,Combustible Wild Imp {0}
LT24_016m_01,94113,Wild Imp 1
LT24_016m_02,94114,Wild Imp 2
LT24_016m_03,94115,Wild Imp 3
LT24_016m_04,94116,Wild Imp 4
LT24_016m_05,92983,Wild Imp {0}
LT24_017E1_01,94979,Unstable Runes 1
LT24_017E1_01t,96646,Arcane Ward 1
LT24_017E1_02,94978,Unstable Runes 2
LT24_017E1_02t,96651,Arcane Ward 2
LT24_017E1_03,94977,Unstable Runes 3
LT24_017E1_03t,96652,Arcane Ward 3
LT24_017E1_04,94606,Unstable Runes {0}
LT24_017E1_04t,96653,Arcane Ward {0}
LT24_017E1e,96650,Arcane Ward
LT24_017E2_01,94982,Medivh's Locket 1
LT24_017E2_02,94981,Medivh's Locket 2
LT24_017E2_03,94980,Medivh's Locket 3
LT24_017E2_04,94608,Medivh's Locket {0}
LT24_017E2e,94609,Medivh's Locket
LT24_017E3_01,94985,Staff of Atiesh 1
LT24_017E3_02,94984,Staff of Atiesh 2
LT24_017E3_03,94983,Staff of Atiesh 3
LT24_017E3_04,94610,Staff of Atiesh {0}
LT24_017E3e,94611,Staff of Atiesh
LT24_017H_01,64567,Medivh
LT24_017H_02,64566,Medivh
LT24_017H_03,64565,Medivh
LT24_017P1_01,94957,Arcane Rift 1
LT24_017P1_02,94956,Arcane Rift 2
LT24_017P1_03,94955,Arcane Rift 3
LT24_017P1_04,94954,Arcane Rift 4
LT24_017P1_05,94553,Arcane Rift {0}
LT24_017P1e,94556,Arcane Rift Tracking
LT24_017P2_01,94961,Mage Guard 1
LT24_017P2_02,94960,Mage Guard 2
LT24_017P2_03,94959,Mage Guard 3
LT24_017P2_04,94958,Mage Guard 4
LT24_017P2_05,94557,Mage Guard {0}
LT24_017P2e,94576,Mage Guard
LT24_017P2e2,94574,Mage Guard Tracking
LT24_017P2e3,94575,Mage Guard
LT24_017P2e4,94580,Mage Guard
LT24_017P3_01,94965,Summon Raven Familiar 1
LT24_017P3_01m,94969,Raven Familiar 1
LT24_017P3_01p,94976,Birds of a Feather 1
LT24_017P3_02,94964,Summon Raven Familiar 2
LT24_017P3_02m,94968,Raven Familiar 2
LT24_017P3_02p,94975,Birds of a Feather 2
LT24_017P3_03,94963,Summon Raven Familiar 3
LT24_017P3_03m,94967,Raven Familiar 3
LT24_017P3_03p,94973,Birds of a Feather 3
LT24_017P3_04,94962,Summon Raven Familiar 4
LT24_017P3_04m,94966,Raven Familiar 4
LT24_017P3_04p,94972,Birds of a Feather 4
LT24_017P3_05,94588,Summon Raven Familiar {0}
LT24_017P3_05m,94589,Raven Familiar {0}
LT24_017P3_05p,94590,Birds of a Feather {0}
LT24_018H_01,93080,Hogger
LT24_018H_02,93081,Hogger
LT24_018H_03,93082,Hogger
LT24_019E1_04,92933,Edict of Argus {0}
LT24_019E1e,92935,Achimonde's Gold Coin
LT24_019E2_01,94103,Archimonde's Gold Coin 1
LT24_019E2_02,94102,Archimonde's Gold Coin 2
LT24_019E2_03,94101,Archimonde's Gold Coin 3
LT24_019E2_04,92934,Archimonde's Gold Coin {0}
LT24_019E3_01,94104,The Infernal Codex 1
LT24_019E3_02,94105,The Infernal Codex 2
LT24_019E3_03,94106,The Infernal Codex 3
LT24_019E3_04,92936,The Infernal Codex {0}
LT24_019H_01,92731,Archimonde
LT24_019H_02,92732,Archimonde
LT24_019H_03,92733,Archimonde
LT24_019P1_01,94089,Finger of Death 1
LT24_019P1_02,94090,Finger of Death 2
LT24_019P1_03,94091,Finger of Death 3
LT24_019P1_04,94092,Finger of Death 4
LT24_019P1_05,92902,Finger of Death {0}
LT24_019P1e,92903,Finger of Death
LT24_019P2_01,94096,Rain of Chaos 1
LT24_019P2_02,94095,Rain of Chaos 2
LT24_019P2_03,94094,Rain of Chaos 3
LT24_019P2_04,94093,Rain of Chaos 4
LT24_019P2_05,92904,Rain of Chaos {0}
LT24_019P2e,92907,Rain of Chaos
LT24_019P3_01,94097,Doomfire 1
LT24_019P3_02,94098,Doomfire 2
LT24_019P3_03,94099,Doomfire 3
LT24_019P3_04,94100,Doomfire 4
LT24_019P3_05,92908,Doomfire {0}
LT24_019P3e1,92911,Doomfire Tracking
LT24_019P3e2,92932,Doomfire
LT24_019T1_01,94386,Fuel for the Legion {0}
LT24_019T1e,94387,Fuel for the Legion
LT24_020E1_01,95219,Bakin' Bacon 1
LT24_020E1_02,95218,Bakin' Bacon 2
LT24_020E1_03,95217,Bakin' Bacon 3
LT24_020E1_04,93411,Bakin' Bacon {0}
LT24_020E1e,95215,Crispy
LT24_020E2_04,93413,Bitter Chill {0}
LT24_020E3_02,94341,Boon of Atiesh 2
LT24_020E3_03,94340,Boon of Atiesh 3
LT24_020E3_04,93415,Boon of Atiesh {0}
LT24_020H_01,93402,Khadgar
LT24_020H_02,93403,Khadgar
LT24_020H_03,93404,Khadgar
LT24_020H_04,93453,Archmage Khadgar
LT24_020P1_01,94350,Prismatic Bolt 1
LT24_020P1_02,94349,Prismatic Bolt 2
LT24_020P1_03,94348,Prismatic Bolt 3
LT24_020P1_04,94347,Prismatic Bolt 4
LT24_020P1_05,93406,Prismatic Bolt {0}
LT24_020P1e,93492,Prismatic Power
LT24_020P2_01,94346,Archmage Nova 1
LT24_020P2_02,94345,Archmage Nova 2
LT24_020P2_03,94344,Archmage Nova 3
LT24_020P2_04,94343,Archmage Nova 4
LT24_020P2_05,93407,Archmage Nova {0}
LT24_020P3_01a,94376,Hearthfire 1
LT24_020P3_01b,94372,Hearthfire 1
LT24_020P3_02a,94375,Hearthfire 2
LT24_020P3_02b,94371,Hearthfire 2
LT24_020P3_03a,94374,Hearthfire 3
LT24_020P3_03b,94370,Hearthfire 3
LT24_020P3_04a,94373,Hearthfire 4
LT24_020P3_04b,94369,Hearthfire 4
LT24_020P3_05a,93408,Hearthfire {0}
LT24_020P3_05b,93456,Hearthfire {0}
LT24_020P3e,93443,Fired
LT24_020P3e2,94753,Hearthed
LT24_020P4_01a,94368,Arcane Surge 1
LT24_020P4_01b,94364,Arcane Surge 1
LT24_020P4_02a,94367,Arcane Surge 2
LT24_020P4_02b,94363,Arcane Surge 2
LT24_020P4_03a,94366,Arcane Surge 3
LT24_020P4_03b,94362,Arcane Surge 3
LT24_020P4_04a,94365,Arcane Surge 4
LT24_020P4_04b,94361,Arcane Surge 4
LT24_020P4_05a,93454,Arcane Surge {0}
LT24_020P4_05b,93455,Arcane Surge {0}
LT24_020P5_01a,94360,Blizzard 1
LT24_020P5_01b,94356,Blizzard 1
LT24_020P5_02a,94359,Blizzard 2
LT24_020P5_02b,94355,Blizzard 2
LT24_020P5_03a,94358,Blizzard 3
LT24_020P5_03b,94354,Blizzard 3
LT24_020P5_04a,94357,Blizzard 4
LT24_020P5_04b,94353,Blizzard 4
LT24_020P5_05a,93457,Blizzard {0}
LT24_020P5_05b,93458,Blizzard {0}
LT24_020P5e,93487,Blizzard
LT24_020P6_01,94339,Triune Supremacy 1
LT24_020P6_02,94338,Triune Supremacy 2
LT24_020P6_03,94337,Triune Supremacy 3
LT24_020P6_04,94336,Triune Supremacy 4
LT24_020P6_05,93459,Triune Supremacy {0}
LT24_020T1_01,94437,Spellthread Cloak {0}
LT24_020T2_01,96685,Magical Mayhem {0}
LT24_020T2_02,96690,Magical Mayhem 2
LT24_020T2_03,96705,Magical Mayhem 3
LT24_021E1_01,94107,Flying Axes 1
LT24_021E1_02,94108,Flying Axes 2
LT24_021E1_03,94109,Flying Axes 3
LT24_021E1_04,92588,Flying Axes {0}
LT24_021E1e,94908,Flying Axes
LT24_021E1e2,94910,Flying Axes
LT24_021E2_01,94110,Parrying Blade 1
LT24_021E2_02,94111,Parrying Blade 2
LT24_021E2_03,94112,Parrying Blade 3
LT24_021E2_04,92589,Parrying Blade {0}
LT24_021E2e,94916,Parrying Blade
LT24_021E2e2,94917,Parried
LT24_021E3_03,92590,Three Moves Ahead 3
LT24_021E3_04,92591,Three Moves Ahead {0}
LT24_021H_01,92555,Prince Malchezaar
LT24_021H_02,92556,Prince Malchezaar
LT24_021H_03,92557,Prince Malchezaar
LT24_021P1_01,93202,Party Crasher 1
LT24_021P1_02,93203,Party Crasher 2
LT24_021P1_03,93204,Party Crasher 3
LT24_021P1_04,93205,Party Crasher 4
LT24_021P1_05,92558,Party Crasher {0}
LT24_021P1e,92559,Party Crashed
LT24_021P2_01,93206,Check Your Weapons 1
LT24_021P2_02,93207,Check Your Weapons 2
LT24_021P2_03,93208,Check Your Weapons 3
LT24_021P2_04,93209,Check Your Weapons 4
LT24_021P2_05,92560,Check Your Weapons {0}
LT24_021P2e,92561,Weapons Checked
LT24_021P3_01,93213,All Realities 1
LT24_021P3_02,93212,All Realities 2
LT24_021P3_03,93211,All Realities 3
LT24_021P3_04,93210,All Realities 4
LT24_021P3_05,92562,All Realities {0}
LT24_021P3e,92564,All Realities Tracking
LT24_021T1_01,94416,Checkmate! {0}
LT24_021T1_01a,94417,Knight
LT24_021T1_01am,94418,Knight
LT24_021T1_01b,94420,Rook
LT24_021T1_01bm,94421,Rook
LT24_021T1_01c,94422,Bishop
LT24_021T1_01cm,94423,Bishop
LT24_021T1e,97260,Checkmate! (Tracking)
LT24_022E1_01,94309,Mok'Nathal Wildercloak 1
LT24_022E1_02,94310,Mok'Nathal Wildercloak 2
LT24_022E1_03,94311,Mok'Nathal Wildercloak 3
LT24_022E1_04,93249,Mok'Nathal Wildercloak 4
LT24_022E1e,93250,Mok'Nathal Wildercloak
LT24_022E2_01,94312,Ferocious Loyalty 1
LT24_022E2_02,94313,Ferocious Loyalty 2
LT24_022E2_03,94314,Ferocious Loyalty 3
LT24_022E2_04,93244,Ferocious Loyalty 4
LT24_022E2e,93245,Ferocious Loyalty
LT24_022E3_01,94315,Beastmaster's Horn 1
LT24_022E3_02,94316,Beastmaster's Horn 2
LT24_022E3_03,94317,Beastmaster's Horn 3
LT24_022E3_04,93251,Beastmaster's Horn 4
LT24_022E3e,93252,Beastmaster's Horn
LT24_022E3p,93253,Beastmaster's Horn Attack
LT24_022H_01,93193,Leoroxx
LT24_022H_02,93194,Leoroxx
LT24_022H_03,93195,Leoroxx
LT24_022P1e,93199,Beastmaster's Call
LT24_022P2_01,94287,Territorial Trample 1
LT24_022P2_02,94288,Territorial Trample 2
LT24_022P2_03,94289,Territorial Trample 3
LT24_022P2_04,94290,Territorial Trample 4
LT24_022P2_05,93201,Territorial Trample 5
LT24_022P2a2_01,94295,Territorial Trample 1
LT24_022P2a2_02,94297,Territorial Trample 2
LT24_022P2a2_03,94299,Territorial Trample 3
LT24_022P2a2_04,94300,Territorial Trample 4
LT24_022P2a2_05,93215,Territorial Trample 5
LT24_022P2a_01,94291,Territorial Trample 1
LT24_022P2a_02,94292,Territorial Trample 2
LT24_022P2a_03,94293,Territorial Trample 3
LT24_022P2a_04,94294,Territorial Trample 4
LT24_022P2a_05,93243,Territorial Trample 5
LT24_022P3_01,94301,Tethik 1
LT24_022P3_01m,94305,Tethik 1
LT24_022P3_02,94302,Tethik 2
LT24_022P3_02m,94306,Tethik 2
LT24_022P3_03,94303,Tethik 3
LT24_022P3_03m,94307,Tethik 3
LT24_022P3_04,94304,Tethik 4
LT24_022P3_04m,94308,Tethik 4
LT24_022P3_05,93246,Tethik 5
LT24_022P3_05m,93247,Tethik 5
LT24_022P3e,93248,Enraged
LT24_022T1_01,94424,Lead the Stampede 1
LT24_022T1_02,94425,Lead the Stampede 2
LT24_023E1_04,95036,Fallen Feathers 4
LT24_023E1e,95037,Fallen Feathers
LT24_023E2_04,95038,Siren Song 4
LT24_023E2e,95039,Siren Song
LT24_023E2e2,95040,Siren Song
LT24_023E3_04,95031,Heart of Darkness 4
LT24_023H_01,70904,Serena Bloodfeather
LT24_023H_02,70905,Serena Bloodfeather
LT24_023H_03,70906,Serena Bloodfeather
LT24_023P1_05,95021,Claws of Fury 5
LT24_023P1e,95022,Claws of Fury
LT24_023P1e2,95023,Claws of Fury (Deathblow Tracking)
LT24_023P2_05,95025,Blood Howl 5
LT24_023P2e,95032,Blood Howl
LT24_023P2e2,95033,Blood Howl
LT24_023P3_05,95034,Quick Claw 5
LT24_023P3e,95035,Quick Claw Tracking
LT24_024E1_03,95849,Unbreakable Backpack 3
LT24_024E1_04,94515,Unbreakable Backpack {0}
LT24_024E1e,94516,Alone Together
LT24_024E2_01,95132,Iambic Pentameter 1
LT24_024E2_02,95131,Iambic Pentameter 2
LT24_024E2_03,95130,Iambic Pentameter 3
LT24_024E2_04,94517,Iambic Pentameter {0}
LT24_024E3_01,95135,Glaive Land 1
LT24_024E3_02,95134,Glaive Land 2
LT24_024E3_03,95133,Glaive Land 3
LT24_024E3_04,94518,Glaive Land {0}
LT24_024E3e,94519,Glaive Landed
LT24_024P1_01,95125,Edge Cancel 1
LT24_024P1_02,95124,Edge Cancel 2
LT24_024P1_03,95123,Edge Cancel 3
LT24_024P1_04,95122,Edge Cancel 4
LT24_024P1_05,94493,Edge Cancel {0}
LT24_024P1e,94499,Edge Cancel
LT24_024P2_01,95129,Felodic Intonement 1
LT24_024P2_02,95128,Felodic Intonement 2
LT24_024P2_03,95127,Felodic Intonement 3
LT24_024P2_04,95126,Felodic Intonement 4
LT24_024P2_05,94507,Felodic Intonement {0}
LT24_024P2e,94510,Intonement Mark
LT24_024P3_01,95877,Aggrobatics 1
LT24_024P3_02,95876,Aggrobatics 2
LT24_024P3_03,95875,Aggrobatics 3
LT24_024P3_04,95874,Aggrobatics 4
LT24_024P3_05,94513,Aggrobatics {0}
LT24_024P3e,94514,Aggrobatics
LT24_027E1_01,96238,Trusty Sidekick 1
LT24_027E1_02,96237,Trusty Sidekick 2
LT24_027E1_03,96236,Trusty Sidekick 3
LT24_027E1_04,96006,Trusty Sidekick {0}
LT24_027E1m,96007,Watfin
LT24_027E2_01,96242,Paid Up Front 1
LT24_027E2_02,96241,Paid Up Front 2
LT24_027E2_03,96239,Paid Up Front 3
LT24_027E2_04,96008,Paid Up Front {0}
LT24_027E3_01,96245,Suspect Everyone 1
LT24_027E3_02,96244,Suspect Everyone 2
LT24_027E3_03,96243,Suspect Everyone 3
LT24_027E3_04,96009,Suspect Everyone {0}
LT24_027H_01,95986,Murloc Holmes
LT24_027H_02,95987,Murloc Holmes
LT24_027H_03,95988,Murloc Holmes
LT24_027P1_01,96213,Hot On The Case 1
LT24_027P1_02,96212,Hot On The Case 2
LT24_027P1_03,96211,Hot On The Case 3
LT24_027P1_04,96210,Hot On The Case 4
LT24_027P1_05,95989,Hot On The Case {0}
LT24_027P1e,95990,Hot Case
LT24_027P1e2,95991,Under Fire
LT24_027P2_01,96222,And The Killer Is! 1
LT24_027P2_02,96221,And The Killer Is! 2
LT24_027P2_03,96220,And The Killer Is! 3
LT24_027P2_04,96219,And The Killer Is! 4
LT24_027P2_05,95992,And The Killer Is! {0}
LT24_027P2a_01,96226,First to Arrive 1
LT24_027P2a_02,96225,First to Arrive 2
LT24_027P2a_03,96224,First to Arrive 3
LT24_027P2a_04,96223,First to Arrive 4
LT24_027P2a_05,95993,First to Arrive 5
LT24_027P2b_01,96231,Last On The Scene 1
LT24_027P2b_02,96230,Last On The Scene 2
LT24_027P2b_03,96229,Last On The Scene 3
LT24_027P2b_04,96228,Last On The Scene 4
LT24_027P2b_05,95995,Last On The Scene 5
LT24_027P2c_01,96235,Obviously The Murderer 1
LT24_027P2c_02,96234,Obviously The Murderer 2
LT24_027P2c_03,96233,Obviously The Murderer 3
LT24_027P2c_04,96232,Obviously The Murderer 4
LT24_027P2c_05,96000,Obviously The Murderer 5
LT24_027P2e,95994,Prime Suspect
LT24_027P2e2,95996,Last On The Scene
LT24_027P2e3,96001,I Swear I Didn't Do It.
LT24_027P3_01,96217,Elementary! 1
LT24_027P3_02,96216,Elementary! 2
LT24_027P3_03,96215,Elementary! 3
LT24_027P3_04,96214,Elementary! 4
LT24_027P3_05,96002,Elementary! {0}
LT24_027P3e,96003,Elementary!
LT24_027P3e3,96005,Clue Spotted
LT24_027T1_01,96803,Croak and Dagger {0}
LT24_027T1e,96804,Croak and Dagger
LT24_027e2,96004,My Dear Watfin
LT24_809H2,93107,Rakanishu
LT24_809H2e,93112,Flickering Flames
LT24_810H,95884,C'Thun
LT24_810H2,95886,Crazed Worshipper
LT24_810H2e,95937,Worshipped
LT24_810H3,95887,Beckoner of Evil
LT24_810H4,95888,Twilight Geomancer
LT24_810P1,95885,Forbidden Shielding
LT24_810P1e,95959,Forbiddenly Shielded
LT24_810P2,95889,Listen Closely
LT24_810e,95883,PvE C'Thun enchantment
LT24_810e2,96079,Heroic PvE C'Thun enchantment
LT24_811H,92275,Attumen The Huntsman
LT24_811H2,92282,Cloaked Huntress
LT24_811He,92279,Marked
LT24_811e,92303,PvE Attumen the Huntsmen enchantment
LT24_811e2,92306,PvE Heroic Attumen the Huntsmen enchantment
LT24_812H,89886,Babbling Book
LT24_812H2,89897,Deadly Fork
LT24_812H2e,89898,Deadly Fork
LT24_812H3,89962,Playful Plate
LT24_812P1,89963,Spells Are FUN!
LT24_812e,89899,PvE Babbling Book enchantment
LT24_812e2,89964,PvE Heroic Babbling Book enchantment
LT24_813H,91975,Moroes
LT24_813H2,91976,Ghastly Steward
LT24_813H2e,91977,Fashion-To-Go
LT24_813H3,91978,Waiting Whelp
LT24_813P1,92024,Wait and Serve
LT24_813P1e,92025,Taunt this turn
LT24_813e,92026,PvE Moroes enchant
LT24_813e2,92027,PvE Heroic Moroes enchant
LT24_814H,90522,The Crone
LT24_814H2,90527,Flying Monkey
LT24_814H3,90521,Dorothee
LT24_814H4,90553,Big Bad Wolf
LT24_814H4e,90554,What Big Immune You Have
LT24_814H5,90555,Little Bad Wolf
LT24_814H5e,90556,What Little Claws
LT24_814H6,90607,Romulo
LT24_814H7,90610,Julianne
LT24_814H8,90649,The Opera
LT24_814P1,90530,Pretty Backup
LT24_814P2,90533,Wicked Winds
LT24_814P2e,90754,Literally Falling
LT24_814P3,90557,Huff and Puff
LT24_814P3e,90558,Huff and Puff Windfury
LT24_814P4,90559,Big Bad Claws
LT24_814P4e,90605,What Big Claws
LT24_814P5,90637,I Drink To Thee
LT24_814P5e,90639,Deadly Poison
LT24_814P6,90640,Mine Sorrow Is Thy Doom
LT24_814e,90641,PvE Opera enchantment
LT24_814e2,90701,PvE Heroic Opera enchantment
LT24_815H,91027,Barnes
LT24_815H2,91039,"Y'Shaarj, Stage Unbound"
LT24_815H2e,91040,Stage Growth
LT24_815H3,91046,The Switch King
LT24_815H4,91042,Obsidian Set Piece
LT24_815P1,91047,Tonight's Tale
LT24_815e,91049,PvE Barnes enchantment
LT24_815e2,91358,PvE Heroic Barnes enchantment
LT24_816H,92385,Nightbane
LT24_816H2,92394,Manasaber Messanger
LT24_816H3,92395,Nightbane Templar
LT24_816P1,92443,Smoldering Breath
LT24_816e,92459,PvE Nightbane enchant
LT24_816e2,92541,PvE Heroic Nightbane enchant
LT24_817H,90922,The Curator
LT24_817H2,90926,Zoobot
LT24_817P1,90933,Gallery Showcase
LT24_817P2,90923,Gallery Protection
LT24_817P2e,90924,Sip of Carrot
LT24_817e,90949,PvE The Curator enchantment
LT24_817e2,90962,PvE The Curator Heroic enchantment
LT24_818H,93129,Shade of Aran
LT24_818H2,93118,Spectral Senior
LT24_818H3,93130,Spectral Delinquent
LT24_818He,93124,Unstable Power
LT24_818P1,93187,Heavy Sorrow
LT24_818P1e,93190,Drowning
LT24_818e,93191,PvE Shade Of Aran enchantment
LT24_818e2,93214,PvE Heroic Shade Of Aran enchantment
LT24_819H,91368,Netherspite
LT24_819H2,91370,Netherspite Historian
LT24_819H3,91372,Azure Explorer
LT24_819H4,91375,Red Portal
LT24_819H4e,91376,Red Portal
LT24_819H5,91377,Blue Portal
LT24_819H5e,91380,Blue Portal
LT24_819He,91369,Studied
LT24_819P1,91382,Cosmic Awe
LT24_819P1e,91383,Cosmic Awe
LT24_819P2,91384,Nethermight
LT24_819P2e,91385,Nether Supressed
LT24_819P3,91387,Portal Logic
LT24_819P3e,91391,Portal Shortcut
LT24_819e,91418,PvE Netherspite enchantment
LT24_819e2,91420,PvE Heroic Netherspite enchantment
LT24_820H,91489,White King
LT24_820H2,91490,White Rook
LT24_820H3,91492,White Queen
LT24_820H4,91700,White Bishop
LT24_820H5,91701,Black Pawn
LT24_820P1,91703,Promote!
LT24_820P2,91732,Gambit
LT24_820P3,91737,Hidden Pieces
LT24_820e,91894,PvE Chess Event enchantment
LT24_820e2,91905,PvE Heroic Chess Event enchantment
LT24_821H,93289,Prince Malchezaar
LT24_821H2,93287,Bigfernal
LT24_821H2e,93288,Big
LT24_821H3,93960,Abyssal Enforcer
LT24_821H4,93290,Malchezaar's Imp
LT24_821e,93961,PvE Prince Malchezaar enchantment
LT24_821e2,93964,PvE Heroic Prince Malchezaar enchantment
LT24_822H,90332,Echo of Medivh
LT24_822H2,90334,Echo of Medivh's Valet
LT24_822H3,90344,Arcane Anomaly
LT24_822H3e,90345,Anomalous Bulk
LT24_822He,90333,Taste of the Guardian
LT24_822P1,90270,Echoes Of Us All
LT24_822P2,90335,Power of the Guardian 
LT24_822e,90346,PvE Echo of Medivh enchantment
LT24_822e2,90349,PvE Heroic Echo of Medivh enchantment
LT25_001E1_04,95951,Stroke of Midnight {0}
LT25_001E2_01,97230,Chaos Theory 1
LT25_001E2_02,97229,Chaos Theory 2
LT25_001E2_03,97228,Chaos Theory 3
LT25_001E2_04,95952,Chaos Theory {0}
LT25_001E2e,95953,Chaos Theory
LT25_001E2e2,95954,Beta Healthline
LT25_001E3_01,97231,Body Euphoria 1
LT25_001E3_02,97232,Body Euphoria 2
LT25_001E3_03,97233,Body Euphoria 3
LT25_001E3_04,95955,Body Euphoria {0}
LT25_001E3e,95956,Body Euphoria
LT25_001H_01,95941,Chromie
LT25_001H_02,95942,Chromie
LT25_001H_03,95943,Chromie
LT25_001P1_01,97216,Rewind 1
LT25_001P1_02,97217,Rewind 2
LT25_001P1_03,97218,Rewind 3
LT25_001P1_04,97219,Rewind 4
LT25_001P1_05,95944,Rewind {0}
LT25_001P1e,95946,Rewound
LT25_001P2_01,97220,Reading Chromie 1
LT25_001P2_02,97221,Reading Chromie 2
LT25_001P2_03,97222,Reading Chromie 3
LT25_001P2_04,97223,Reading Chromie 4
LT25_001P2_05,95947,Reading Chromie {0}
LT25_001P3_01,97224,Change The Timeline 1
LT25_001P3_02,97225,Change The Timeline 2
LT25_001P3_03,97226,Change The Timeline 3
LT25_001P3_04,97227,Change The Timeline 4
LT25_001P3_05,95948,Change The Timeline {0}
LT25_001P3e,95949,Diverging Healthline
LT25_001P3e2,95950,Alpha Timeline
LT25_001T1_01,100186,Cryoblast {0}
LT25_002T1_01,100170,Umbral Beam {0}
LT25_002T1_01e,100182,Umbral Beam
LT25_003E1_01,97317,His Master's Voice 1
LT25_003E1_02,97322,His Master's Voice 2
LT25_003E1_03,97323,His Master's Voice 3
LT25_003E1_04,97324,His Master's Voice {0}
LT25_003E1e,97320,His Master's Voice (Tracking)
LT25_003E1e2,97321,His Master's Voice
LT25_003E1e3,98103,His Master's Voice
LT25_003E2_01,97325,Good Boy 1
